timestamp,open,high,low,close,volume
2023-11-03 20:00:00,434.69,434.69,434.69,434.69,1377995
2023-11-03 19:55:00,435.17,435.29,435.08,435.27,12537
2023-11-03 19:50:00,435.1,435.18,435.1,435.15,2832
2023-11-03 19:45:00,435.03,435.24,435.03,435.17,428
2023-11-03 19:40:00,435.075,435.25,434.99,435.14,6928
2023-11-03 19:35:00,435.25,435.25,435.02,435.05,7091
2023-11-03 19:30:00,435.25,435.26,435.15,435.185,1136
2023-11-03 19:25:00,435.19,435.28,435.19,435.21,3418
2023-11-03 19:20:00,435.085,435.18,435.05,435.18,4343
2023-11-03 19:15:00,435.06,435.16,435.05,435.12,477
2023-11-03 19:10:00,435.075,435.1,435.03,435.06,241
2023-11-03 19:05:00,435.075,435.1,435.02,435.1,426
2023-11-03 19:00:00,435.05,435.1,435.02,435.075,452
2023-11-03 18:55:00,435.075,435.1,435.05,435.065,193
2023-11-03 18:50:00,435.05,435.1,435.05,435.05,132
2023-11-03 18:45:00,435.1,435.115,435.01,435.05,491
2023-11-03 18:40:00,435.05,435.1,435.05,435.1,1194
2023-11-03 18:35:00,435.075,435.1,435.01,435.05,1196
2023-11-03 18:30:00,434.69,435.18,434.69,435.075,1379039
2023-11-03 18:25:00,435.14,435.15,435.05,435.15,8650
2023-11-03 18:20:00,434.98,435.14,434.98,435.14,3055
2023-11-03 18:15:00,434.98,435.0,434.96,434.96,591
2023-11-03 18:10:00,434.98,435.05,434.95,435.0,2223
2023-11-03 18:05:00,434.99,435.02,434.96,434.985,275
2023-11-03 18:00:00,434.985,435.01,434.93,434.99,419
2023-11-03 17:55:00,434.975,435.02,434.92,434.985,1443
2023-11-03 17:50:00,434.92,435.025,434.92,435.01,2359
2023-11-03 17:45:00,434.955,435.04,434.91,435.0,2702
2023-11-03 17:40:00,434.97,434.97,434.69,434.94,15426
2023-11-03 17:35:00,434.941,435.0,434.94,434.955,11768
2023-11-03 17:30:00,434.97,435.0,434.91,434.965,1017
2023-11-03 17:25:00,434.98,435.0,434.9,434.91,5155
2023-11-03 17:20:00,434.995,435.01,430.423,434.99,1195
2023-11-03 17:15:00,435.015,464.203,420.28,434.98,16364
2023-11-03 17:10:00,435.03,435.03,435.0,435.03,12964
2023-11-03 17:05:00,435.02,435.03,435.0,435.03,6427
2023-11-03 17:00:00,435.03,435.07,435.0,435.0,6438
2023-11-03 16:55:00,435.06,435.09,435.02,435.07,51319
2023-11-03 16:50:00,435.05,435.09,434.69,435.06,82495
2023-11-03 16:45:00,435.04,435.08,435.03,435.08,20935
2023-11-03 16:40:00,435.04,435.05,430.702,435.05,809896
2023-11-03 16:35:00,435.08,435.1,435.03,435.05,44369
2023-11-03 16:30:00,435.09,435.13,435.05,435.07,34786
2023-11-03 16:25:00,435.06,435.125,434.69,435.12,95046
2023-11-03 16:20:00,435.03,435.07,434.69,435.06,73369
2023-11-03 16:15:00,435.11,435.14,434.0,435.03,433482
2023-11-03 16:10:00,434.69,435.13,434.69,435.13,6241349
2023-11-03 16:05:00,435.01,435.1,434.95,435.05,344171
2023-11-03 16:00:00,434.67,435.11,430.702,435.01,4533447
2023-11-03 15:55:00,434.94,434.96,434.66,434.67,6601045
2023-11-03 15:50:00,435.04,435.18,434.91,434.95,3260196
2023-11-03 15:45:00,435.33,435.33,434.94,435.05,2333512
2023-11-03 15:40:00,435.435,435.53,435.235,435.34,2203837
2023-11-03 15:35:00,435.22,435.53,435.16,435.43,2152610
2023-11-03 15:30:00,435.47,435.47,435.11,435.22,1489226
2023-11-03 15:25:00,435.64,435.66,435.32,435.47,1419238
2023-11-03 15:20:00,435.68,435.789,435.54,435.65,1186646
2023-11-03 15:15:00,435.931,435.97,435.66,435.68,1070667
2023-11-03 15:10:00,435.889,436.015,435.57,435.93,1403351
2023-11-03 15:05:00,436.21,436.29,435.87,435.89,1806096
2023-11-03 15:00:00,436.1,436.24,435.96,436.195,714855
2023-11-03 14:55:00,436.11,436.165,435.93,436.095,729247
2023-11-03 14:50:00,436.075,436.175,435.995,436.11,511301
2023-11-03 14:45:00,435.91,436.15,435.78,436.065,703528
2023-11-03 14:40:00,435.82,436.06,435.749,435.91,1202029
2023-11-03 14:35:00,435.675,435.86,435.58,435.805,571182
2023-11-03 14:30:00,435.74,435.76,435.48,435.68,662290
2023-11-03 14:25:00,435.32,435.75,435.21,435.73,490183
2023-11-03 14:20:00,435.46,435.61,435.28,435.3,1141129
2023-11-03 14:15:00,435.495,435.63,435.34,435.45,444012
2023-11-03 14:10:00,435.39,435.57,435.27,435.5,488004
2023-11-03 14:05:00,435.465,435.51,435.01,435.395,645812
2023-11-03 14:00:00,435.645,435.66,435.4,435.465,1154316
2023-11-03 13:55:00,435.375,435.85,435.375,435.65,1709340
2023-11-03 13:50:00,435.19,435.39,435.11,435.37,969236
2023-11-03 13:45:00,435.02,435.2,434.92,435.171,549733
2023-11-03 13:40:00,435.364,435.385,434.96,435.03,706024
2023-11-03 13:35:00,435.48,435.49,435.203,435.36,894971
2023-11-03 13:30:00,435.1,435.49,435.09,435.48,772538
2023-11-03 13:25:00,434.97,435.11,434.841,435.1,721614
2023-11-03 13:20:00,435.26,435.34,434.87,434.97,687655
2023-11-03 13:15:00,435.25,435.51,435.17,435.259,702608
2023-11-03 13:10:00,435.579,435.64,435.24,435.25,736298
2023-11-03 13:05:00,435.85,435.9,435.57,435.58,427922
2023-11-03 13:00:00,435.74,435.9,435.59,435.85,1025496
2023-11-03 12:55:00,435.51,435.8,435.51,435.75,605804
2023-11-03 12:50:00,435.43,435.72,435.41,435.505,1273815
2023-11-03 12:45:00,435.54,435.62,435.4,435.44,1258403
2023-11-03 12:40:00,435.73,435.78,435.48,435.54,1188484
2023-11-03 12:35:00,435.81,435.84,435.6,435.73,601572
2023-11-03 12:30:00,435.56,435.85,435.54,435.82,818840
2023-11-03 12:25:00,435.525,435.73,435.395,435.555,549478
2023-11-03 12:20:00,435.451,435.57,435.215,435.525,677352
2023-11-03 12:15:00,435.31,435.53,435.22,435.44,827255
2023-11-03 12:10:00,435.075,435.35,435.075,435.31,555898
2023-11-03 12:05:00,434.92,435.12,434.86,435.09,471810
2023-11-03 12:00:00,434.98,435.23,434.89,434.91,1288278
2023-11-03 11:55:00,434.97,435.17,434.86,434.975,734128
2023-11-03 11:50:00,434.86,435.2,434.855,434.97,1182635
2023-11-03 11:45:00,434.745,434.91,434.67,434.85,579648
2023-11-03 11:40:00,434.63,434.78,434.46,434.742,528367
2023-11-03 11:35:00,434.56,434.67,434.47,434.62,442469
2023-11-03 11:30:00,433.99,434.64,433.99,434.57,839685
2023-11-03 11:25:00,434.17,434.36,433.91,433.95,512463
2023-11-03 11:20:00,433.96,434.23,433.81,434.18,431720
2023-11-03 11:15:00,433.95,434.088,433.76,433.94,479118
2023-11-03 11:10:00,433.91,434.141,433.53,433.95,714613
2023-11-03 11:05:00,434.16,434.36,433.751,433.9,683883
2023-11-03 11:00:00,434.16,434.33,433.971,434.155,720099
2023-11-03 10:55:00,433.45,434.2,433.43,434.155,1060281
2023-11-03 10:50:00,433.99,434.055,433.21,433.44,1575443
2023-11-03 10:45:00,433.75,434.17,433.66,434.0,843366
2023-11-03 10:40:00,433.95,434.08,433.6,433.75,843192
2023-11-03 10:35:00,433.56,434.09,433.35,433.95,1071225
2023-11-03 10:30:00,433.87,434.1,433.46,433.56,1562920
2023-11-03 10:25:00,434.32,434.46,433.44,433.86,1479475
2023-11-03 10:20:00,434.69,434.69,434.23,434.3,922426
2023-11-03 10:15:00,434.15,434.82,433.86,434.655,1537331
2023-11-03 10:10:00,434.24,434.38,434.12,434.132,770080
2023-11-03 10:05:00,434.43,434.57,434.14,434.237,1211214
2023-11-03 10:00:00,434.67,435.48,434.39,434.43,2113450
2023-11-03 09:55:00,434.68,435.0,434.594,434.64,1392701
2023-11-03 09:50:00,434.46,434.91,434.225,434.69,1503628
2023-11-03 09:45:00,434.11,434.76,434.11,434.46,1635142
2023-11-03 09:40:00,433.38,434.23,433.37,434.11,1693974
2023-11-03 09:35:00,433.34,433.66,433.24,433.38,1139842
2023-11-03 09:30:00,433.14,433.75,433.01,433.33,1895237
2023-11-03 09:25:00,433.26,433.52,433.05,433.11,312909
2023-11-03 09:20:00,432.96,433.29,432.96,433.27,203997
2023-11-03 09:15:00,432.74,433.09,432.7,432.98,155929
2023-11-03 09:10:00,432.57,432.79,432.47,432.75,67714
2023-11-03 09:05:00,432.81,432.85,427.495,432.58,154421
2023-11-03 09:00:00,432.79,432.9,432.7,432.81,102585
2023-11-03 08:55:00,432.93,432.95,432.7,432.79,139930
2023-11-03 08:50:00,433.11,433.129,432.82,432.94,192027
2023-11-03 08:45:00,432.77,433.29,430.76,433.085,237948
2023-11-03 08:40:00,432.41,432.79,432.2,432.75,253564
2023-11-03 08:35:00,432.79,432.88,432.39,432.4,268305
2023-11-03 08:30:00,430.55,432.84,430.53,432.78,793427
2023-11-03 08:25:00,430.47,430.9,430.31,430.39,89774
2023-11-03 08:20:00,430.46,430.58,430.35,430.47,127187
2023-11-03 08:15:00,430.41,430.5,430.37,430.45,24452
2023-11-03 08:10:00,430.26,430.465,430.24,430.43,29121
2023-11-03 08:05:00,430.36,430.37,430.2,430.26,45668
2023-11-03 08:00:00,430.55,430.76,429.88,430.365,69554
2023-11-03 07:55:00,430.45,430.56,430.45,430.54,10972
2023-11-03 07:50:00,430.42,430.48,430.33,430.43,5360
2023-11-03 07:45:00,430.45,430.5,430.38,430.44,9731
2023-11-03 07:40:00,430.4,430.47,430.36,430.45,13947
2023-11-03 07:35:00,430.34,430.43,430.3,430.43,6451
2023-11-03 07:30:00,430.25,430.34,430.17,430.34,5178
2023-11-03 07:25:00,430.07,430.33,430.07,430.28,9706
2023-11-03 07:20:00,430.13,430.19,430.06,430.07,606
2023-11-03 07:15:00,429.9,430.14,429.9,430.14,6837
2023-11-03 07:10:00,429.96,429.98,429.87,429.87,7837
2023-11-03 07:05:00,429.99,430.0,429.92,429.95,1796
2023-11-03 07:00:00,430.01,430.05,429.9,429.99,35599
2023-11-03 06:55:00,430.16,430.16,430.04,430.04,95
2023-11-03 06:50:00,430.13,430.2,430.13,430.15,728
2023-11-03 06:45:00,430.06,430.11,430.06,430.11,1228
2023-11-03 06:40:00,430.12,430.12,430.04,430.05,50302
2023-11-03 06:35:00,430.12,430.16,430.1,430.16,214
2023-11-03 06:30:00,430.13,430.13,430.06,430.12,166
2023-11-03 06:25:00,430.2,430.2,430.12,430.12,1082
2023-11-03 06:20:00,430.15,430.24,430.15,430.2,2407
2023-11-03 06:15:00,430.26,430.29,430.14,430.14,3714
2023-11-03 06:10:00,430.19,430.35,430.19,430.31,902
2023-11-03 06:05:00,430.24,430.32,430.19,430.2,2651
2023-11-03 06:00:00,430.23,430.32,430.19,430.19,3285
